term_str,PC0,PC1,PC2,PC3,PC4
controlled,-1.0988909971580335e-05,-1.9633168099092588e-05,-3.4830215269256214e-05,0.00010138709348903441,2.129883147571426e-06
controls,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
convenient,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
conversation,-9.516810277619322e-06,-1.6309418909794842e-05,-1.8465792559509782e-05,-1.5119973682360388e-05,8.652664613268621e-07
conversion,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
convince,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
convinced,-8.23098419447839e-06,-1.4753919463583356e-05,-1.928747653232824e-05,-2.3930846652193872e-05,8.714814004110368e-06
convincing,-8.146620737475616e-06,-1.3748616749656426e-05,-1.8670095119593973e-05,-1.2801145038955985e-05,3.570480659636577e-06
convoy,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
cook,-3.700769849453101e-05,-6.68250376411503e-05,2.7101338281608607e-05,-5.389026416987055e-07,7.046749352869611e-06
cooked,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
cookies,-1.2136441549628046e-05,-2.44869695167291e-05,7.12047259986992e-05,3.649055034853885e-06,-2.2508276567880077e-05
cooking,-1.7064916088331642e-05,-3.110720208917564e-05,3.79449679319268e-05,-1.2232354688793531e-05,-1.356196006342398e-05
cool,0.0002932898182823058,4.041847537580323e-05,-2.742505018761847e-05,-2.5885574200677586e-05,8.433125174706457e-07
cooperate,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
copy,-1.2161710535494791e-05,-2.0836056423226543e-05,-2.4772537302538778e-05,-2.0899569022597247e-05,1.1161341359790617e-06
corn,-0.0003634821744259655,0.0010774510476369789,9.416139766524299e-05,2.341390159251698e-05,-3.2101554082938262e-06
corner,-1.066205353886026e-05,-1.8461546683852692e-05,-2.5069195301120304e-05,-1.826629642230344e-05,-2.880976752575041e-05
cornered,-1.0229566348831144e-05,-1.823324558955935e-05,-2.3498714002372195e-05,-2.528915633041608e-05,4.352940457890321e-06
corridor,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
corvette,-3.8508984855410906e-05,-6.651035722194058e-05,-0.00010591491416450115,-6.983121833975867e-05,-0.00019548022676901596
cosmetics,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
cost,-1.9942635196539027e-05,-3.4381934172997125e-05,-4.794735082580025e-05,-4.5612308087906975e-05,-4.222673606833661e-05
costing,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
costs,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
cottage,-1.2136441549628046e-05,-2.44869695167291e-05,7.12047259986992e-05,3.649055034853885e-06,-2.2508276567880077e-05
could,-0.0,-0.0,0.0,-0.0,-0.0
couldn,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
counselor,-6.118293982774533e-05,-0.0001118954688601716,-0.0001766133099183494,-0.00027492779285945426,-0.0004774400877929439
count,-1.932125693370374e-05,-3.575164081720176e-05,3.404566839595831e-05,-1.2459460306715454e-05,-1.734385415849043e-05
counting,-1.4166912810790075e-05,-2.4719830149380568e-05,-3.1381366187097026e-05,-2.6568103738650313e-05,-3.6012147492308317e-06
countless,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
countries,-2.079714874318769e-05,-3.557583530608525e-05,-4.915839444000919e-05,-3.6557614356460143e-05,-4.386847962139764e-05
country,-3.146240285950768e-05,-5.3554520872117637e-05,-7.552722951943168e-05,-1.7558224710513608e-05,-3.1720892476952734e-05
countryside,-1.944706110823527e-05,-3.297944009454687e-05,-3.9874836259077934e-05,-3.2735713456931484e-05,3.0872889527175697e-06
coup,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
couple,-1.037970047536377e-05,-1.766711851368614e-05,-2.184307726002301e-05,-1.8432326412121333e-05,1.3921954182253983e-06
courage,-1.1763207559123611e-05,-2.4185244939361626e-05,7.094352128492529e-05,3.1570131327914483e-06,-2.542875503523116e-05
courageous,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
course,-7.85188675008877e-05,2.367109924631936e-05,-3.819754681873689e-05,6.401164549157306e-05,-6.461495542990793e-05
courses,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
court,-2.993945725723287e-05,-5.4500822493791875e-05,-8.369188774867914e-05,-0.00012348267022224582,-0.00020323902925782248
courted,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
courtesy,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
courtier,-1.7480839950783327e-05,-3.197013396004712e-05,-5.0460945690953974e-05,-7.855079795983947e-05,-0.00013641145365511873
courtyard,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
cousin,-9.645741042460578e-06,-1.596537285183707e-05,-2.0575159724584228e-05,-1.1130128108385367e-05,1.2050913478848394e-06
cover,-2.180679506340401e-05,-3.643735321475564e-05,-5.86769195112978e-05,4.4061732997060066e-05,1.5158980599663852e-05
coverage,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
covered,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
covering,-1.0521643631128442e-05,-1.95862748828574e-05,1.1576776065889662e-06,-2.379645872121449e-05,6.63321992801085e-05
coward,-1.8486307402907073e-05,-3.753146577834456e-05,0.000112230573702524,6.96664166121413e-06,-3.4151934134261885e-05
cowardly,-1.936596879231649e-05,-4.101605366566134e-05,0.00015116412678315076,1.3957761690049463e-05,-4.87845783703572e-05
cowboy,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
coworkers,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
cowrie,-3.496167990156812e-05,-6.39402679200969e-05,-0.00010092189138191219,-0.00015710159591968552,-0.000272822907310249
cows,-9.645741042460578e-06,-1.596537285183707e-05,-2.0575159724584228e-05,-1.1130128108385367e-05,1.2050913478848394e-06
cozy,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
crab,0.00013177448231584888,0.0002477131148700394,2.905531743018697e-05,7.784526408463618e-06,-1.026355101444314e-06
crack,-1.063732124464308e-05,-2.227021341454846e-05,7.310979060368942e-05,1.9780381042832674e-06,-2.0142887256128338e-05
crackling,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
cramped,-1.8521622946274583e-05,-3.330500886481976e-05,-6.931067998241246e-05,0.0002957367875777169,1.1399775405008249e-05
cramps,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
crap,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
crash,-1.9316375530586905e-05,-3.4923722386485764e-05,8.186604623145923e-06,-1.7044748970581597e-05,-2.5514070977800555e-05
crashed,-1.2131497248075783e-05,-2.040325907910059e-05,-2.865268402192726e-05,-1.6963208064164232e-05,-2.1866776716631296e-05
crashlanded,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
crawl,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
crawling,-9.479312744275373e-06,-1.7226001258430555e-05,-2.571451577837972e-05,-3.778244415241796e-05,-4.7078588310428773e-05
crazy,2.4138193893170435e-05,-2.9213279964560835e-05,4.0775454013258604e-05,9.540759198920069e-05,-1.147425263585953e-05
cream,-1.5850836395016274e-05,-2.6395408028916282e-05,-3.681854212781591e-05,-3.4751257067102204e-05,1.0014187661403277e-05
create,-1.1942090479479229e-05,-2.195875320860438e-05,5.023094710372107e-06,-2.4874182212574327e-05,8.319633846260786e-05
creating,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
creative,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
creator,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
creature,0.0001957433598840601,4.365895244436743e-05,4.5870149481493945e-06,-5.354246850969566e-06,2.7783333732804073e-06
creatures,0.0001494375520986847,2.5120833977880448e-05,-8.238082106210971e-06,-1.2235391124707114e-05,-1.553883476306202e-06
credit,-1.8234310366352788e-05,-3.370541423834492e-05,-1.0592967107278408e-05,-4.8884391134760094e-05,9.550343412762076e-05
creek,-0.00018174108721298276,0.0005387255238184894,4.7080698832621494e-05,1.170695079625849e-05,-1.6050777041469131e-06
creeps,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
creepy,0.0003945212797795961,9.275730957698992e-05,1.628484479083633e-05,-1.8857832489639208e-06,2.343730667563043e-06
crew,-1.9591996125385007e-05,-3.4382974240103125e-05,-4.421388518822249e-05,-4.1721158159282006e-05,-1.5162320298300591e-05
cried,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
cries,-1.1284854417609466e-05,-1.9948278498565124e-05,-2.5163296570969357e-05,-2.0732977838028523e-05,-5.622649740133496e-06
crime,-1.402960700570277e-05,-2.3436556966464022e-05,-3.2193116711357506e-05,-3.354757076065383e-05,7.618841753608265e-06
criminal,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
crimson,-1.3866026995135632e-05,-2.253802623376994e-05,-3.1353557838036204e-05,-1.0791163157892958e-05,9.698090599478194e-07
crimsoncolored,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
crispy,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
croaking,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
crone,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
cross,-1.2615006854519235e-05,-2.304482383225013e-05,-5.5778987181956276e-06,-2.496435823550365e-05,4.096796999928127e-05
crossed,-1.3177294677138606e-05,-2.37296683215387e-05,-3.897826270694067e-05,4.094821610942143e-05,-2.893765333264166e-05
crouch,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
crow,-1.756902115556119e-05,-3.4137324965030676e-05,6.132077937825845e-05,-5.1358117626544855e-06,-2.332038394696429e-05
crowd,-1.864417136253006e-05,-3.327605159012882e-05,-4.9300156622486294e-05,-6.0311100245869385e-05,-0.00010243151376099854
crowded,-9.284805468260647e-06,-1.618887886919786e-05,-2.0110447954663108e-05,-1.869687854423765e-05,1.5734093931228326e-06
crowds,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
crows,-2.810098118811014e-05,-4.793115940045045e-05,-5.496334411807448e-05,-4.454333440953092e-05,3.425626457145868e-06
crucial,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
cruel,-1.5680117959782725e-05,-2.7994823574278985e-05,-2.801749853953659e-05,2.2303819911196337e-05,1.3579633841649553e-05
cruiser,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
crumb,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
crumbled,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
crush,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
cry,2.294347704709465e-05,4.3838717624156194e-05,1.7072957203362283e-06,-6.87725616760731e-06,3.1940703062486826e-05
crybaby,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
crying,3.363558699793866e-05,6.323403494200747e-05,2.2959958417166453e-05,-1.989227405205906e-05,-1.750129220108232e-05
crystal,-1.0988909971580335e-05,-1.9633168099092588e-05,-3.4830215269256214e-05,0.00010138709348903441,2.129883147571426e-06
crystals,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
cub,-1.781716362347825e-05,-3.1565907317484545e-05,-4.406254181928409e-05,-4.558885807425017e-05,-1.5975742903838976e-05
cubs,-4.115492097239734e-05,-7.37695973179265e-05,-9.643738266165394e-05,-0.00011965423326098508,4.357407002055764e-05
cuddle,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
cult,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
cunning,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
cup,0.0001885537984434595,3.2479933009800765e-05,-1.1420730607430494e-05,-4.4884055699572695e-06,2.8048645556041743e-07
cupped,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
cure,-1.648833604201458e-05,-2.912881190149584e-05,-4.7281482484508025e-05,6.605801559325031e-05,-2.277568117800748e-05
cures,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
curious,-1.2101920644320538e-05,-2.0751726269107474e-05,-2.5142573893588583e-05,-2.3126097497783032e-05,4.908029613489671e-06
current,-7.195006337380946e-06,-1.2793840901310617e-05,-1.638789910783617e-05,-1.6466445877441307e-05,1.1400043788926206e-06
currents,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
curse,-7.454417650297135e-05,-0.00014297481516453278,0.00016671703253979723,-5.5281206352402025e-05,-4.309342398854183e-05
cursed,-2.4173379295651945e-05,-4.208522408570356e-05,-5.348564816089938e-05,-4.549247205283873e-05,-5.1294977983569766e-06
curses,-2.0084100210986356e-05,-3.88941173654876e-05,5.238935285832224e-05,-1.2130457716143928e-05,-2.9574618435441992e-05
curtain,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
curtis,-0.0001455932834489347,-0.00023664927545460156,-0.0003292123572994041,-0.00011330721315788446,1.0182995129452491e-05
curve,-1.5602856225984073e-05,-2.700619703385913e-05,-3.3418849088379214e-05,-3.1152511455437914e-05,3.4198137538854396e-06
cushions,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
custom,-2.2855765388018647e-05,-4.0879709379094616e-05,-5.61072278876544e-05,-7.385602771879887e-05,-0.0001005476093906912
customer,-4.110119493679671e-05,-7.855763503080547e-05,9.010525240793204e-05,-5.972593015411417e-05,0.00024328582984185489
customers,-2.7101747865872705e-05,-5.2520711038111546e-05,8.827337247279714e-05,-1.7496695639258006e-05,2.352280579158127e-05
cut,8.206459573093299e-05,-5.826396057072038e-06,1.869017820191472e-05,-8.238789137779971e-07,-1.4141557768743804e-05
cute,7.69879509248382e-05,3.386136329790037e-05,1.0287169343806176e-05,-1.3419901168951356e-05,-1.6365634887566748e-05
cuter,0.00026958404360068465,6.65875448184531e-05,1.5864680906217314e-05,4.703955265262216e-06,-5.894113130304348e-07
cutter,-3.496167990156812e-05,-6.39402679200969e-05,-0.00010092189138191219,-0.00015710159591968552,-0.000272822907310249
cygnus,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
d,-0.0,-0.0,0.0,-0.0,-0.0
dad,-0.00011835981772070119,-9.573713380393527e-05,-6.1220855201756e-05,-0.0002503750655349469,0.00033695539815513457
daddy,-2.8087598522287844e-05,-5.1508000434913385e-05,-2.91336151354024e-05,-8.83234793277099e-05,1.244891608493832e-05
dads,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
daffy,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
daikon,-1.229721965839936e-05,-2.076668057927037e-05,-2.4454801150715392e-05,-1.93983563101572e-05,2.2988980342983678e-06
daily,-5.938913672879398e-05,0.00014607362329540044,6.307405437264244e-07,-9.87555395863422e-06,2.089040762314812e-06
daimyo,-1.2346476291718942e-05,-2.2130879195377464e-05,-2.893121479849554e-05,-3.589626997829471e-05,1.3072221006166995e-05
damage,-1.2924533966200225e-05,-2.42265273713783e-05,-7.702838585087177e-06,9.543727959064385e-05,8.685450465930499e-05
damn,-6.123318109465364e-05,-0.00010479468515599418,-0.0001650253321957941,0.00021622616169535128,1.3653592621239673e-05
damned,-2.256970883522016e-05,-3.989655699713246e-05,-5.032659314194148e-05,-4.146595567605934e-05,-1.1245299480267606e-05
damp,-5.1554597131614535e-05,-0.00011413031879724572,0.0005439788086542781,7.324026409750296e-05,-0.00015837667733962325
dance,-1.5924065477100533e-05,-2.9012597828612392e-05,-4.431821666222341e-05,-6.674217785186113e-05,-9.737011269985526e-05
danced,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
dancin,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
dancing,-1.2346476291718942e-05,-2.2130879195377464e-05,-2.893121479849554e-05,-3.589626997829471e-05,1.3072221006166995e-05
dandy,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
danger,-2.1977819943162266e-05,-3.926633619818803e-05,-6.966043053851832e-05,0.00020277418697809424,4.259766295143866e-06
dangerous,1.146749107808843e-05,2.1128108622658765e-05,4.6005021057158984e-05,-1.7778777447297832e-05,2.5185553283878847e-05
dare,-8.146620737475616e-06,-1.3748616749656426e-05,-1.8670095119593973e-05,-1.2801145038955985e-05,3.570480659636577e-06
daredevil,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
dares,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
dark,-1.5438832865894036e-05,0.00011917151112960486,-4.9516544326483886e-08,8.898041787941257e-05,1.2553841469499665e-05
darker,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
darkness,-1.3698831553743506e-05,-2.8778604211647337e-05,9.807089796909429e-05,-2.792800765599135e-06,5.929586647650239e-05
darling,-2.0572620488237273e-05,-3.547227785802118e-05,-4.559240817602895e-05,-4.2664609122128744e-05,4.84688203193608e-06
darn,-0.00013854055547576636,0.00038957335468444234,2.569909567547903e-05,1.4804320905132602e-06,-3.359580242081138e-07
darts,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
dashed,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
dashing,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
data,-1.5856829111036465e-05,-2.7153865628233805e-05,-3.4792675586487044e-05,-3.0597750800326606e-05,1.477312829814121e-06
date,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
daughter,6.043129905779171e-05,-2.6398869855840464e-05,-1.6248460903763412e-05,-6.017825764599182e-05,-7.665086653374274e-05
daughters,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
dawn,-1.3194792959350606e-05,-2.3306803727648133e-05,-3.993744433466586e-05,7.210904232469922e-05,-2.113468179311848e-05
dawned,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
dawning,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
day,-2.715182194903904e-05,3.626260789531703e-05,2.2112756784568544e-06,-7.586482410561378e-06,-6.2718769333536245e-06
daylight,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
days,-3.159607666854062e-05,-5.490514354288053e-05,-3.7565944898614224e-05,-5.420838801540066e-05,2.5509065195621575e-05
daytime,-8.694126642365904e-06,-1.5010597003491261e-05,-1.829296371282643e-05,-1.4795428946870694e-05,-1.2253849328591414e-06
dazzles,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
ddo,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
de,-2.3785243666554693e-05,-4.073079844235071e-05,-5.218901337973056e-05,-4.589662620048987e-05,2.215969244721113e-06
dead,1.984847921213863e-05,-1.3258757955220308e-05,-6.042866336049918e-06,-2.1765707666304553e-05,-1.6156461532986734e-05
deadly,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
deal,-2.7277317677703045e-05,-5.20509135430579e-05,6.598664850099368e-05,-3.4279417231583655e-05,0.00013201206175655404
dealt,-1.1284854417609466e-05,-1.9948278498565124e-05,-2.5163296570969357e-05,-2.0732977838028523e-05,-5.622649740133496e-06
dear,7.972755618204656e-05,-1.1692323446278339e-05,4.45463893716295e-05,1.2097844285555569e-05,1.2157195203572407e-06
death,-3.174860398062763e-05,-5.651791558884651e-05,-6.090244950102482e-05,-7.006605766164167e-05,-8.335854803999577e-07
deaths,-1.4390012674761891e-05,-2.5587681802621235e-05,-3.277579821567234e-05,-3.293289175488261e-05,2.280008757785241e-06
debate,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
debating,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
deborah,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
debt,-2.629426306303024e-05,-4.324780596888755e-05,-5.906431866072854e-05,-2.7194371233642118e-05,1.9748269735348797e-06
debut,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
decadent,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
decades,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
decay,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
deceived,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
decide,-2.3226014416569552e-05,-4.080662370498868e-05,-4.838894077510707e-05,-4.499457634372847e-05,1.8470106806387232e-06
decided,-3.926744116791487e-05,-7.027357062105908e-05,-4.0874856486696326e-05,-7.042489436431789e-05,2.415977893020095e-06
deciphered,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
decision,-2.376261656285784e-05,-4.1512223516325326e-05,-5.706303706473632e-05,-5.352616488175296e-05,-2.5879246987627335e-05
decisions,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
deck,-1.5856829111036465e-05,-2.7153865628233805e-05,-3.4792675586487044e-05,-3.0597750800326606e-05,1.477312829814121e-06
declining,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
decomposed,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
deep,-2.6003533136316346e-05,-4.652538343463819e-05,-3.932869564915178e-05,2.7843770718379328e-06,3.639645638979191e-05
deepened,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
deeper,-6.425705924377615e-05,0.00013766081593176555,-1.1101753209972956e-05,-1.761543107300747e-05,-3.319287608649398e-06
deer,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
defeat,-7.195006337380946e-06,-1.2793840901310617e-05,-1.638789910783617e-05,-1.6466445877441307e-05,1.1400043788926206e-06
defeated,-2.256970883522016e-05,-3.989655699713246e-05,-5.032659314194148e-05,-4.146595567605934e-05,-1.1245299480267606e-05
defence,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
defend,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
defense,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
defensive,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
defile,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
definitely,-1.4503582962280374e-05,-2.4842209769902522e-05,-3.6765982316018734e-05,-4.754291539872499e-05,-3.262470736342011e-05
degree,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
